Mod:Item:MetaData, Localized Name
tcomplement:scorched_block:5, Fancy Scorched Bricks
tcomplement:scorched_block:6, Square Scorched Bricks
tcomplement:scorched_block:7, Scorched Road
tcomplement:scorched_block:8, Scorched Creeperface
tcomplement:scorched_block:9, Triangle Scorched Bricks
tcomplement:scorched_block:10, Small Scorched Bricks
tcomplement:scorched_block:11, Scorched Tiles
tcomplement:scorched_slab:0, Scorched Stone Slab
tcomplement:scorched_slab:1, Scorched Cobblestone Slab
tcomplement:scorched_slab:2, Scorched Paver Slab
tcomplement:scorched_slab:3, Scorched Bricks Slab
tcomplement:scorched_slab:4, Cracked Scorched Bricks Slab
tcomplement:scorched_slab:5, Fancy Scorched Bricks Slab
tcomplement:scorched_slab:6, Square Scorched Bricks Slab
tcomplement:scorched_slab:7, Scorched Road Slab
tcomplement:scorched_slab2:0, Scorched Creeperface Slab
tcomplement:scorched_slab2:1, Triangle Scorched Bricks Slab
tcomplement:scorched_slab2:2, Small Scorched Bricks Slab
tcomplement:scorched_slab2:3, Scorched Tile Slab
tcomplement:scorched_stairs_stone:0, Scorched Stone Stairs
tcomplement:scorched_stairs_cobble:0, Scorched Cobblestone Stairs
tcomplement:scorched_stairs_paver:0, Scorched Paver Stairs
tcomplement:scorched_stairs_brick:0, Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_cracked:0, Cracked Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_fancy:0, Fancy Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_square:0, Square Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_triangle:0, Triangle Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_small:0, Small Scorched Bricks Stairs
tcomplement:scorched_stairs_road:0, Scorched Road Stairs
tcomplement:scorched_stairs_tile:0, Scorched Tile Stairs
tcomplement:scorched_stairs_creeper:0, Scorched Creeperface Stairs
tombstone:decorative_grave_simple, Simple Grave
tombstone:decorative_grave_normal, Normal Grave
tombstone:decorative_grave_cross, Cross Grave
tombstone:decorative_tombstone, Tombstone
tombstone:dark_marble, Dark Marble
tombstone:grave_key, Grave's Key
tombstone:scroll_of_knowledge, Scroll of Knowledge
tombstone:scroll_buff:0, §6Scroll of Preservation
tombstone:scroll_buff:1, §6Scroll of Unstable Intangibility
tombstone:scroll_buff:2, §6Scroll of Feather Falling
tombstone:scroll_buff:3, §6Scroll of Purification
tombstone:scroll_buff:4, §6Scroll of True Sight
tombstone:scroll_buff:5, §6Scroll of Reach
tombstone:tablet_of_recall, Tablet of Recall
tombstone:tablet_of_assistance, Tablet of Assistance
tombstone:fishing_rod_of_misadventure, Fishing Rod of Misadventure
tombstone:lost_tablet, Lost Tablet
tombstone:dust_of_vanishing, Dust of Vanishing
tombstone:soul_receptacle, Soul Receptacle
tombstone:familiar_receptacle, Familiar Receptacle
tombstone:voodoo_poppet, Voodoo Poppet
tombstone:book_of_disenchantment, Book of Disenchantment
tombstone:ankh_of_pray, Ânkh of Pray
tombstone:lollypop:0, Halloween Lollipop
tombstone:lollypop:1, Halloween Lollipop
tombstone:lollypop:2, Halloween Lollipop
tombstone:lollypop:3, Halloween Lollipop
tombstone:lollypop:4, Halloween Lollipop
tombstone:advancement:0, item.null.name
tombstone:advancement:1, item.null.name
tombstone:advancement:2, item.null.name
tombstone:advancement:3, item.null.name
tombstone:advancement:4, item.null.name
tombstone:advancement:5, item.null.name
tombstone:advancement:6, item.null.name
tombstone:crafting_ingredient:0, Strange Scroll
tombstone:crafting_ingredient:1, Strange Tablet
tombstone:crafting_ingredient:2, Impregnated Diamond,
tombstone:crafting_ingredient:3, Grave's Dust
torchbandolier:torch_bandolier, Torch Bandolier
trafficcontrol:crossing_relay_box, Crossing Gate Relay
trafficcontrol:crossing_relay_tuner, Crossing Gate Tuner
trafficcontrol:crossing_gate_base, Crossing Base
trafficcontrol:crossing_gate_gate, Crossing Gate
trafficcontrol:crossing_gate_lamps, Crossing Lamps
trafficcontrol:crossing_gate_pole, Pole
trafficcontrol:crossing_gate_crossbuck, Crossbuck (Pole)
trafficcontrol:safetran_type_3, SafeTran Type 3
trafficcontrol:overhead_pole, Overhead (Pole)
trafficcontrol:overhead, Overhead
trafficcontrol:overhead_lamps, Overhead Lamps
trafficcontrol:overhead_crossbuck, Overhead Crossbuck
trafficcontrol:safetran_mechanical, SafeTran Mechanical
trafficcontrol:sign, Sign
trafficcontrol:cone, Cone
trafficcontrol:channelizer, Channelizer
trafficcontrol:drum, Drum
trafficcontrol:street_light_single, Street Light (Single)
trafficcontrol:street_light_double, Street Light (Double)
trafficcontrol:wig_wag, Wig Wag
trafficcontrol:shunt_border, Border Shunt
trafficcontrol:shunt_island, Island Shunt
weirdinggadget:weirding_gadget, Weirding Gadget
wct:wct, Wireless Crafting Terminal
wct:wct_creative, Creative Wireless Crafting Terminal
wct:magnet_card, Magnet Card
wft:wft, Wireless Fluid Terminal
wft:wft_creative, Creative Wireless Fluid Terminal
wit:wit, Wireless Interface Terminal
wit:wit_creative, Creative Wireless Interface Terminal
wpt:wpt, Wireless Pattern Terminal
wpt:wpt_creative, Creative Wireless Pattern Terminal
woot:die:0, Mesh Die
woot:die:1, Plate Die
woot:die:2, Core Die
woot:die:3, Shard Die
woot:factorycore:0, Heart Core
woot:factorycore:1, Controller Core
woot:factorycore:2, Tier I Upgrade Core
woot:factorycore:3, Tier II Upgrade Core
woot:factorycore:4, Tier III Upgrade Core
woot:factorycore:5, Power Core
woot:factorycore:6, Cap Core
woot:factorybase, Factory Base
woot:stygianironingot, Stygian Iron Ingot
woot:stygianironplate, Stygian Iron Plate
woot:endershard, Ender Shard
woot:prism, Prism
woot:soulsanddust, Soul Dust
woot:stygianirondust, Stygian Iron Dust
woot:shard:0, Diamond Shard
woot:shard:1, Emerald Shard
woot:shard:2, Quartz Shard
woot:shard:3, Nether Star Shard
woot:shard:4, Tier II Shard
woot:shard:5, Tier III Shard
woot:shard:6, Tier IV Shard
woot:yahhammer, Ya Hammer
woot:xpshard, XP Shard (16XP)
woot:fakemanual, Readme
woot:builder, The Intern
woot:anvil, Stygian Iron Anvil
woot:layout, Factory Layout
woot:factory, Factory Heart
woot:soulstone, Soul Stone
woot:stygianiron, Stygian Iron Block
woot:stygianironore, Stygian Iron Ore
woot:importer, Factory Importer
woot:exporter, Factory Exporter
woot:controller, Factory Controller
woot:structure:0, Factory Flesh Casing
woot:structure:1, Factory Bone Casing
woot:structure:2, Factory Blaze Casing
woot:structure:3, Factory Ender Casing
woot:structure:4, Factory Nether Casing
woot:structure:5, Factory Upgrade Base
woot:structure:6, Factory Tier I Cap
woot:structure:7, Factory Tier II Cap
woot:structure:8, Factory Tier III Cap
woot:structure:9, Factory Tier IV Cap
woot:cell:0, Basic Power Cell
woot:cell:1, Advanced Power Cell
woot:cell:2, Premium Power Cell
woot:upgrade:0, Rate I Upgrade
woot:upgrade:1, Rate II Upgrade
woot:upgrade:2, Rate III Upgrade
woot:upgrade:3, Looting I Upgrade
woot:upgrade:4, Looting II Upgrade
woot:upgrade:5, Looting III Upgrade
woot:upgrade:6, XP I Upgrade
woot:upgrade:7, XP II Upgrade
woot:upgrade:8, XP III Upgrade
woot:upgrade:9, Mass I Upgrade
woot:upgrade:10, Mass II Upgrade
woot:upgrade:11, Mass III Upgrade
woot:upgrade:12, Decapitate I Upgrade
woot:upgrade:13, Decapitate II Upgrade
woot:upgrade:14, Decapitate III Upgrade
woot:upgradeb:0, Efficiency I Upgrade
woot:upgradeb:1, Efficiency II Upgrade
woot:upgradeb:2, Efficiency III Upgrade
woot:upgradeb:3, Blood Magic Life Essence Tank I Upgrade
woot:upgradeb:4, Blood Magic Life Essence Tank II Upgrade
woot:upgradeb:5, Blood Magic Life Essence Tank III Upgrade
woot:upgradeb:6, Blood Magic Life Essence Altar I Upgrade
woot:upgradeb:7, Blood Magic Life Essence Altar II Upgrade
woot:upgradeb:8, Blood Magic Life Essence Altar III Upgrade
woot:upgradeb:9, EvilCraft Blood Tank I Upgrade
woot:upgradeb:10, EvilCraft Blood Tank II Upgrade
woot:upgradeb:11, EvilCraft Blood Tank III Upgrade
woot:upgradeb:12, Blood Magic Crystal I Upgrade
woot:upgradeb:13, Blood Magic Crystal II Upgrade
woot:upgradeb:14, Blood Magic Crystal III Upgrade
structurize:sceptergold, Building Tool
structurize:shapetool, Shape Tool
structurize:sceptersteel, Scan Tool
structurize:cactusdoor, Cactus Door
structurize:caliper, Caliper
structurize:blocksolidsubstitution, tile.structurize.blockSolidSubstitution.name
structurize:blocksubstitution, Placeholderblock
structurize:blockpaperwall:0, Paper wall
structurize:blockpaperwall:1, Paper wall
structurize:blockpaperwall:2, Paper wall
structurize:blockpaperwall:3, Paper wall
structurize:blockshingle_oak, Oak Shingle
structurize:blockshingle_birch, Birch Shingle
structurize:blockshingle_jungle, Jungle Shingle
structurize:blockshingle_spruce, Spruce Shingle
structurize:blockshingle_dark_oak, Dark Oak Shingle
structurize:blockshingle_acacia, Acacia Shingle
structurize:blockshingleslab, Shingle slab
structurize:blockcactusplank, Cactus Plank
structurize:blockcactustrapdoor, Cactus Trapdoor
structurize:blockcactusstair, tile.structurize.blockcactusstair.name
structurize:blockcactusslab_half:0, Cactus Slab
structurize:blockcactusfence, Cactus Fence
structurize:blockcactusfencegate, Cactus Fence Gate
structurize:blocktimberframe_oak_plain,  Oak Plain Timber Frame
structurize:blocktimberframe_oak_doublecrossed,  Oak Crossed Timber Frame
structurize:blocktimberframe_oak_framed,  Oak Framed Timber Frame
structurize:blocktimberframe_oak_sideframed,  Oak Framed Timber Frame
structurize:blocktimberframe_oak_gateframed,  Oak Framed Timber Frame
structurize:blocktimberframe_oak_onecrossedlr,  Oak Left-Right Diagonal Timber Frame
structurize:blocktimberframe_oak_onecrossedrl,  Oak Right-Left Diagonal Timber Frame
structurize:blocktimberframe_oak_downgated,  Oak Framed Timber Frame
structurize:blocktimberframe_oak_horizontalplain,  Oak Horizontal Timber Frame
structurize:blocktimberframe_oak_horizontalnocap,  Oak Horizontal Timber Frame
structurize:blocktimberframe_spruce_plain,  Spruce Plain Timber Frame
structurize:blocktimberframe_spruce_doublecrossed,  Spruce Crossed Timber Frame
structurize:blocktimberframe_spruce_framed,  Spruce Framed Timber Frame
structurize:blocktimberframe_spruce_sideframed,  Spruce Framed Timber Frame
structurize:blocktimberframe_spruce_gateframed,  Spruce Framed Timber Frame
structurize:blocktimberframe_spruce_onecrossedlr,  Spruce Right-Left Diagonal Timber Frame
structurize:blocktimberframe_spruce_onecrossedrl,  Spruce Left-Right Diagonal Timber Frame
structurize:blocktimberframe_spruce_downgated,  Spruce Framed Timber Frame
structurize:blocktimberframe_spruce_horizontalplain,  Spruce Horizontal Timber Frame
structurize:blocktimberframe_spruce_horizontalnocap,  Spruce Horizontal Timber Frame
structurize:blocktimberframe_birch_plain,  Birch Plain Timber Frame
structurize:blocktimberframe_birch_doublecrossed,  Birch Crossed Timber Frame
structurize:blocktimberframe_birch_framed,  Birch Framed Timber Frame
structurize:blocktimberframe_birch_sideframed,  Birch Framed Timber Frame
structurize:blocktimberframe_birch_gateframed,  Birch Framed Timber Frame
structurize:blocktimberframe_birch_onecrossedlr,  Birch Right-Left Diagonal Timber Frame
structurize:blocktimberframe_birch_onecrossedrl,  Birch Left-Right Diagonal Timber Frame
structurize:blocktimberframe_birch_downgated,  Birch Framed Timber Frame
structurize:blocktimberframe_birch_horizontalplain,  Birch Horizontal Timber Frame
structurize:blocktimberframe_birch_horizontalnocap,  Birch Horizontal Timber Frame
structurize:blocktimberframe_jungle_plain,  Jungle Plain Timber Frame
structurize:blocktimberframe_jungle_doublecrossed,  Jungle Crossed Timber Frame
structurize:blocktimberframe_jungle_framed,  Jungle Framed Timber Frame
structurize:blocktimberframe_jungle_sideframed,  Jungle Framed Timber Frame
structurize:blocktimberframe_jungle_gateframed,  Jungle Framed Timber Frame
structurize:blocktimberframe_jungle_onecrossedlr,  Jungle Right-Left Diagonal Timber Frame
structurize:blocktimberframe_jungle_onecrossedrl,  Jungle Left-Right Diagonal Timber Frame
structurize:blocktimberframe_jungle_downgated,  Jungle Framed Timber Frame
structurize:blocktimberframe_jungle_horizontalplain,  Jungle Horizontal Timber Frame
structurize:blocktimberframe_jungle_horizontalnocap,  Jungle Horizontal Timber Frame
structurize:blocktimberframe_acacia_plain,  Acacia Plain Timber Frame
structurize:blocktimberframe_acacia_doublecrossed,  Acacia Crossed Timber Frame
structurize:blocktimberframe_acacia_framed,  Acacia Framed Timber Frame
structurize:blocktimberframe_acacia_sideframed,  Acacia Framed Timber Frame
structurize:blocktimberframe_acacia_gateframed,  Acacia Framed Timber Frame
structurize:blocktimberframe_acacia_onecrossedlr,  Acacia Right-Left Diagonal Timber Frame
structurize:blocktimberframe_acacia_onecrossedrl,  Acacia Left-Right Diagonal Timber Frame
structurize:blocktimberframe_acacia_downgated,  Acacia Framed Timber Frame
structurize:blocktimberframe_acacia_horizontalplain,  Acacia Horizontal Timber Frame
structurize:blocktimberframe_acacia_horizontalnocap,  Acacia Horizontal Timber Frame
structurize:blocktimberframe_dark_oak_plain,  Dark Oak Plain Timber Frame
structurize:blocktimberframe_dark_oak_doublecrossed,  Dark Oak Crossed Timber Frame
structurize:blocktimberframe_dark_oak_framed,  Dark Oak Framed Timber Frame
structurize:blocktimberframe_dark_oak_sideframed,  Dark Oak Framed Timber Frame
structurize:blocktimberframe_dark_oak_gateframed,  Dark Oak Framed Timber Frame
structurize:blocktimberframe_dark_oak_onecrossedlr,  Dark Oak Right-Left Diagonal Timber Frame
structurize:blocktimberframe_dark_oak_onecrossedrl,  Dark Oak Left-Right Diagonal Timber Frame
structurize:blocktimberframe_dark_oak_downgated,  Dark Oak Framed Timber Frame
structurize:blocktimberframe_dark_oak_horizontalplain,  Dark Oak Horizontal Timber Frame
structurize:blocktimberframe_dark_oak_horizontalnocap,  Dark Oak Horizontal Timber Frame
structurize:multiblock, MultiBlock
minecolonies:supplychestdeployer, SupplyShip Chest
minecolonies:scepterpermission, PermissionScepter
minecolonies:caliper, Caliper
minecolonies:scepterguard, Guard-scepter
minecolonies:supplycampdeployer, SupplyCamp Chest
minecolonies:ancienttome, Ancient Tome
minecolonies:chiefsword, Chief Sword
minecolonies:clipboard, Clipboard
minecolonies:compost, Compost
minecolonies:resourcescroll, Resource-Scroll
minecolonies:iron_scimitar, Scimitar
minecolonies:scepterlumberjack, Lumberjack-scepter
minecolonies:pirate_hat, Pirate Hat
minecolonies:pirate_top, Pirate Top
minecolonies:pirate_leggins, Pirate Leggings
minecolonies:pirate_boots, Pirate Boots
minecolonies:pirate_cap, Pirate Cap
minecolonies:pirate_chest, Pirate Chest
minecolonies:pirate_legs, Pirate Legs
minecolonies:pirate_shoes, Pirate Shoes
minecolonies:sizesettlement, item.minecolonies.sizeSettlement.name
minecolonies:sizetown, item.minecolonies.sizeTown.name
minecolonies:sizecity, item.minecolonies.sizeCity.name
minecolonies:sizemetropolis, item.minecolonies.sizeMetropolis.name
minecolonies:santa_hat, Santa hat
minecolonies:blockhutbaker, Bakery
minecolonies:blockhutblacksmith, Blacksmith
minecolonies:blockhutbuilder, Builder's Hut
minecolonies:blockhutcitizen, Citizen's Hut
minecolonies:blockhutdeliveryman, Deliveryman
minecolonies:blockhutfarmer, Farm
minecolonies:blockhutfield, Field
minecolonies:blockhutfisherman, Fisherman's Hut
minecolonies:blockhutguardtower, GuardTower
minecolonies:blockhutlumberjack, Lumberjack's Hut
minecolonies:blockhutminer, Mine
minecolonies:blockhutstonemason, Stonemason
minecolonies:blockhuttownhall, Town Hall
minecolonies:blockhutwarehouse, Warehouse
minecolonies:blockhutshepherd, Shepherd's Hut
